DYRK1A_N,ITSN1_N,pBRAF_N,pCAMKII_N,pERK_N,pMEK_N,pNR2A_N,pPKCAB_N,GSK3B_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,pNUMB_N,RAPTOR_N,pP70S6_N,NUMB_N,pGSK3B_N,pPKCG_N,S6_N,AcetylH3K9_N,ARC_N,nNOS_N,Tau_N,IL1B_N,PSD95_N,SNCA_N,Ubiquitin_N,pS6_N,CaNA_N,Genotype
0.203736072,0.349683199,0.148022722,4.940244702,0.295389993,0.233122132,1.013327507,1.107930959,0.898186585,0.287852305,0.639611099,0.374590343,0.410421674,0.899825213,0.280970068,0.273213896,0.268844221,0.178554134,0.134209616,1.435766171,0.327429955,0.124662746,0.127360775,0.199169837,0.153649256,0.613282601,2.292632307,0.157592529,1.358630232,0.127360775,1.006157039,0
0.194417077,0.348330597,0.14789272,4.827586207,0.294362343,0.231198686,1.000547345,1.093377121,0.902572523,0.289764641,0.644882321,0.41182266,0.408100712,0.766064587,0.278927203,0.269293924,0.27454844,0.186175439,0.141333333,1.457614035,0.346315789,0.126877193,0.128842105,0.208842105,0.158035088,0.601824561,2.327438596,0.16477193,1.332,0.128842105,0.998666667,0
0.197589041,0.350794521,0.150246575,4.934465753,0.298082192,0.236821918,0.993315068,1.095890411,0.910356164,0.283616438,0.648767123,0.390465753,0.397917808,0.770082192,0.280986301,0.262136986,0.271452055,0.190210702,0.139164434,1.501991166,0.338715517,0.135616538,0.128955181,0.213308233,0.16602708,0.62428499,2.390413439,0.166171892,1.386503512,0.128955181,0.988053001,0
0.179262795,0.321797932,0.140015911,4.325908247,0.268629011,0.219570406,0.871917263,0.996287457,0.847653142,0.282816229,0.553699284,0.362635906,0.399761337,0.718774861,0.265844604,0.264651286,0.277114824,0.156263794,0.130749537,1.241458462,0.282599099,0.11212148,0.122009358,0.186368853,0.1441688,0.586827933,2.182042906,0.130131544,1.26105765,0.122009358,0.9511786,0
0.195424837,0.316732026,0.140392157,4.297647059,0.26130719,0.21751634,0.853333333,0.98875817,0.851633987,0.267843137,0.549803922,0.37503268,0.398039216,0.690980392,0.263006536,0.256862745,0.287712418,0.165395788,0.133986928,1.290486565,0.286310821,0.123910675,0.126815541,0.193173566,0.149055919,0.623366013,2.271423384,0.158587509,1.294480755,0.126815541,0.981299927,0
0.175964546,0.319864442,0.141293014,4.352711157,0.262643379,0.21637122,0.845411887,0.987877998,0.861313869,0.266944734,0.550834202,0.375651721,0.400808133,0.701251303,0.260427529,0.255995829,0.268508863,0.170570122,0.138751516,1.344499393,0.304469534,0.125128301,0.123635346,0.200802463,0.156946907,0.627227769,2.320425492,0.159372959,1.309788187,0.123635346,0.989082766,0
0.164329535,0.290534619,0.13394683,3.738971662,0.251533742,0.211510371,0.754747298,0.901840491,0.748174116,0.264241893,0.465089103,0.379491674,0.411189015,0.67163307,0.253724803,0.266871166,0.289804265,0.148278435,0.129623707,1.143374907,0.266282912,0.1027609,0.120136446,0.188466048,0.146253065,0.630956188,2.139643961,0.158405287,1.241019081,0.120136446,0.926980066,0
0.168493351,0.292269472,0.134005553,3.733888645,0.245360222,0.199766184,0.746017828,0.883092211,0.741049247,0.261581178,0.468507964,0.365775245,0.40698524,0.660382873,0.25763554,0.263627064,0.282478445,0.153631883,0.134026141,1.161559889,0.280694236,0.107670881,0.125241054,0.17805871,0.142918363,0.616563103,2.163595457,0.165309621,1.267088065,0.125241054,0.950074995,0
0.18980305,0.332433291,0.14707751,4.087833545,0.27525413,0.222045743,0.797013977,0.979669632,0.802890724,0.267630241,0.504606099,0.400730623,0.441073698,0.717598475,0.272236341,0.276048285,0.29431385,0.157478561,0.133979285,1.186435015,0.284998329,0.109811783,0.129747188,0.180866466,0.15168727,0.607528678,2.180643724,0.170620336,1.273749861,0.129747188,0.994431451,0
0.145326504,0.245358515,0.122759283,3.085787452,0.21190781,0.181978233,0.639244558,0.792733675,0.613636364,0.235595391,0.401888604,0.342029449,0.390524968,0.608514725,0.247119078,0.253361076,0.272887324,0.133552632,0.133026316,1.083421053,0.247236842,0.103421053,0.118026316,0.165263158,0.150789474,0.629342105,2.053684211,0.174605263,1.204078947,0.118026316,0.872894737,0
0.156849197,0.261185006,0.140266022,3.505614096,0.243910865,0.205044049,0.677664536,0.811193643,0.665227155,0.242356193,0.435135602,0.38573156,0.42753498,0.650198653,0.258075661,0.263430644,0.293314908,0.144957983,0.133403361,1.080094538,0.259847689,0.104385504,0.118434874,0.162683824,0.147321429,0.628939076,2.042542017,0.170168067,1.20575105,0.118434874,0.848214286,0
0.171823312,0.299474606,0.154893948,3.755399883,0.277096711,0.224557307,0.756178245,0.936563534,0.730881494,0.278264254,0.489200234,0.431601479,0.470324966,0.731465266,0.293053123,0.301225919,0.326911851,0.144923618,0.132215763,1.09260511,0.25510342,0.105718535,0.119372719,0.16276869,0.147221847,0.610652967,2.071515479,0.177098824,1.218737326,0.119372719,0.879005002,0
0.296895307,0.457617329,0.194079422,5.31898917,0.411407942,0.316101083,1.023537906,1.286931408,1.083032491,0.346281588,0.823393502,0.441444043,0.422960289,0.834945848,0.344981949,0.325198556,0.47566787,0.164239848,0.139549607,1.928732929,0.366374243,0.323053269,0.127068825,0.189291851,0.220674686,0.4633264,2.242561273,0.159265624,1.394410781,0.127068825,0.901329475,0
0.288120825,0.46354923,0.191548069,5.349259367,0.408364798,0.309904153,1.004792332,1.248765611,1.077548649,0.329218705,0.83952948,0.441475457,0.408364798,0.829363927,0.332704037,0.330380482,0.480540227,0.167774086,0.137689184,1.962993725,0.38298265,0.323551126,0.128829827,0.195182724,0.227390181,0.476098191,2.247785161,0.161775563,1.407345884,0.128829827,0.930509413,0
0.30691683,0.468636236,0.184122095,5.097871745,0.401008121,0.310977317,0.977597312,1.211005321,1.033604032,0.329459535,0.795855503,0.318958275,0.407308877,0.825399048,0.321618594,0.300896108,0.456174741,0.164709023,0.130094323,1.814379783,0.352820787,0.297027941,0.124577327,0.181971881,0.236785905,0.446253782,2.172094679,0.15972593,1.419113721,0.124577327,0.895977932,0
0.256428075,0.424600417,0.188672689,4.634989576,0.383599722,0.30038221,0.949444058,1.169735928,0.994266852,0.317060459,0.776059764,0.411917999,0.424079222,0.757991661,0.321577484,0.312195969,0.474635163,0.160321129,0.139764019,1.868629121,0.350322345,0.329765235,0.126383652,0.194501885,0.238778737,0.511494952,2.223573774,0.157158497,1.39326116,0.126383652,0.94684345,0
0.318470215,0.433204089,0.191751851,4.689108213,0.40377159,0.302784632,0.927564329,1.153154741,0.970919986,0.320056398,0.784807896,0.409587593,0.403595347,0.765244977,0.323933733,0.311420515,0.440077547,0.162713121,0.142451198,1.869285891,0.347788485,0.331850754,0.129602174,0.193723746,0.23140598,0.522856437,2.256609834,0.149246355,1.408203608,0.129602174,0.987398073,0
0.308084966,0.402272353,0.175860366,4.405236292,0.361929853,0.279433558,0.877984522,1.065535979,0.910917174,0.276798946,0.726658982,0.379219496,0.383830068,0.723859707,0.297217191,0.284702783,0.405236292,0.157710421,0.135007849,1.811375438,0.314092501,0.318439802,0.12389808,0.184035744,0.238256249,0.523125226,2.207462867,0.152155537,1.4144427,0.12389808,0.984663688,0
0.234140234,0.374373957,0.190317195,4.37312187,0.355175292,0.30509182,0.885642738,1.124791319,0.971619366,0.298622705,0.707220367,0.388981636,0.401711185,0.739148581,0.310100167,0.294240401,0.42278798,0.155070256,0.16133401,1.967665482,0.344167936,0.351108854,0.121042831,0.183511089,0.270695785,0.597765363,2.244625021,0.175215846,1.4156086,0.121042831,1.105637379,0
0.218033114,0.376820267,0.185916617,4.246758428,0.331139038,0.286854179,0.831637742,1.027727907,0.878515859,0.272292041,0.664472372,0.370835827,0.362258129,0.686814283,0.289846399,0.283462996,0.40095751,0.153976598,0.155841954,1.945565542,0.343394947,0.341529591,0.11836527,0.173986773,0.268950314,0.599457351,2.253349161,0.169577751,1.412921825,0.11836527,1.081227743,0
0.21942446,0.387490008,0.18804956,4.201039169,0.34392486,0.294964029,0.840327738,1.027178257,0.89008793,0.268385292,0.659872102,0.373900879,0.365707434,0.706434852,0.286370903,0.2813749,0.419064748,0.160935118,0.155175335,1.974758597,0.325427749,0.308826021,0.124682365,0.175334576,0.268507539,0.609351177,2.25597154,0.162967982,1.46162968,0.124682365,1.068778587,0
0.257297297,0.414594595,0.224594595,4.263243243,0.407567568,0.393243243,0.862432432,1.105405405,0.953243243,0.350540541,0.728108108,0.451621622,0.484324324,0.815135135,0.350540541,0.363783784,0.442162162,0.135174723,0.156099602,1.863988282,0.320778406,0.32517263,0.127432517,0.177861477,0.255911279,0.624189161,2.23121992,0.174931994,1.617283951,0.127432517,1.103787403,0
0.267745303,0.409185804,0.220772443,4.239561587,0.388308977,0.32802714,0.842901879,1.046189979,0.918058455,0.331680585,0.736691023,0.428496868,0.469728601,0.782620042,0.333768267,0.326200418,0.432411273,0.140457695,0.164812093,1.83308839,0.337182448,0.34474071,0.125761075,0.16691161,0.250682343,0.655889145,2.253201764,0.179298761,1.611379383,0.125761075,1.115053538,0
0.237746891,0.383321141,0.209461107,3.937332358,0.354791514,0.319678127,0.811509388,0.971958059,0.853694221,0.310412095,0.665691295,0.411363082,0.428919776,0.720068276,0.311387466,0.296513046,0.400146306,0.138474295,0.15194859,1.798092869,0.313640133,0.304311774,0.122305141,0.168739635,0.250207297,0.634328358,2.235281924,0.174751244,1.658789386,0.122305141,1.100538972,0
0.206036745,0.370734908,0.250328084,3.962926509,0.307414698,0.423884514,0.815944882,1.030839895,0.889435696,0.314632546,0.780839895,0.463254593,0.456364829,0.812664042,0.341863517,0.352690289,0.42519685,0.131946144,0.159118727,1.914320685,0.319216646,0.314320685,0.114810282,0.169645043,0.255569155,0.642350061,2.22129743,0.211505508,1.478824969,0.114810282,1.135862913,0
0.19847793,0.347031963,0.243226788,3.749162861,0.309893455,0.407001522,0.792998478,0.97412481,0.81826484,0.283105023,0.700761035,0.419482496,0.443226788,0.80152207,0.301674277,0.320243531,0.485540335,0.143635463,0.159237246,1.947251114,0.317483903,0.31773155,0.128528975,0.169638435,0.303368004,0.695641407,2.260277365,0.214214958,1.486627043,0.128528975,1.175829619,0
0.196670777,0.36405672,0.252774353,3.852034525,0.313810111,0.36621455,0.81134402,0.961467324,0.82244143,0.299630086,0.738286067,0.424475956,0.425709001,0.772194821,0.301171393,0.326448829,0.432490752,0.135920019,0.154487027,1.871221138,0.297310164,0.288978815,0.122827898,0.174958343,0.263032611,0.648417044,2.185670079,0.197572007,1.488217091,0.122827898,1.126874554,0
0.23240256,0.395142525,0.174810937,5.185282141,0.337405468,0.280831879,1.12434555,1.106457243,0.920157068,0.312390925,0.623618383,0.40866783,0.408086097,0.809773124,0.29290285,0.289703316,0.413612565,0.17310473,0.148523032,1.896199132,0.330820078,0.230840735,0.131171246,0.183123322,0.174757282,0.534600289,2.474075604,0.158438339,1.47397232,0.131171246,0.955277835,0
0.244817518,0.405109489,0.172992701,5.14919708,0.339854015,0.281605839,1.13080292,1.142481752,0.943649635,0.312116788,0.649051095,0.398832117,0.422043796,0.83649635,0.289927007,0.291532847,0.42379562,0.172661871,0.145448858,1.828380774,0.336044208,0.235637577,0.133979773,0.182879783,0.181420081,0.531435721,2.452924617,0.157335002,1.502241685,0.133979773,0.971223022,0
0.225439783,0.364276049,0.165764547,4.810554804,0.316779432,0.255615697,1.094857916,1.078755074,0.865629229,0.297428958,0.579431664,0.379837618,0.375236806,0.767388363,0.276589986,0.270230041,0.37631935,0.169649248,0.14745884,1.824624195,0.349319971,0.229778096,0.125779732,0.170569588,0.183454341,0.533387872,2.443501381,0.159014214,1.51907148,0.125779732,0.919828203,0
0.248640812,0.381297572,0.195904313,4.984052193,0.342877854,0.28996013,1.096955419,1.135375136,0.888546575,0.329285973,0.663102573,0.420804639,0.482239942,0.831460674,0.312613266,0.313700616,0.436933672,0.166429034,0.14918989,1.911989631,0.321970188,0.226830849,0.137653921,0.185612443,0.183538561,0.553856124,2.5573558,0.180557356,1.527802981,0.137653921,1,0
0.249192101,0.397486535,0.208078995,4.897307002,0.347576302,0.286894075,1.079533214,1.112387792,0.88438061,0.332495512,0.659964093,0.413824057,0.456014363,0.821723519,0.303590664,0.298204668,0.411849192,0.16505349,0.148242486,1.854941416,0.325012736,0.221981661,0.134360672,0.175624045,0.177661742,0.543428426,2.520631686,0.173586347,1.54623026,0.134360672,1.036933265,0
0.226574992,0.351934762,0.16645347,4.41989127,0.332747042,0.259993604,0.974576271,0.993444196,0.788775184,0.284138152,0.578030061,0.363447394,0.408058842,0.729293252,0.272945315,0.286856412,0.368084426,0.168092276,0.150466563,1.931052359,0.302229134,0.222265422,0.126101607,0.167703473,0.178460342,0.539398652,2.555209953,0.184162779,1.587091757,0.126101607,0.99222395,0
0.292259786,0.362989324,0.232873665,4.527580071,0.318505338,0.305382562,0.982206406,1.118327402,0.837633452,0.331405694,0.605204626,0.427268683,0.511343416,0.821396797,0.315836299,0.320729537,0.448620996,0.160385476,0.164859749,1.949578386,0.311650318,0.208053691,0.14145586,0.178454655,0.199105145,0.648081225,2.592496988,0.212527964,1.573395285,0.14145586,1.084839098,0
0.216670166,0.340331724,0.182448037,4.32878438,0.311988243,0.284274617,0.90552173,1.01595633,0.802855343,0.346840227,0.554902372,0.416964098,0.406466513,0.779550703,0.314507663,0.293092589,0.410665547,0.163476461,0.157613382,1.962062425,0.318675634,0.20451802,0.142610795,0.191584756,0.193136748,0.63942059,2.605621659,0.203138472,1.608380755,0.142610795,1.115019831,0
0.197071385,0.35611145,0.176530405,4.139109213,0.285946715,0.276591418,0.896888347,0.956274151,0.776896482,0.306080944,0.539149888,0.399837299,0.391092129,0.73276388,0.287573724,0.298352654,0.390278625,0.158029759,0.153240978,1.952625278,0.325295023,0.213442791,0.145373696,0.170172738,0.19257739,0.631605952,2.578074226,0.200273645,1.634000342,0.145373696,1.092526082,0
0.257348343,0.390243902,0.241400876,4.652908068,0.382426517,0.345528455,1.03627267,1.254534084,0.893683552,0.38836773,0.691369606,0.520950594,0.523452158,0.88148843,0.399624765,0.441838649,0.496247655,0.160088203,0.179933848,2.006394708,0.258213892,0.195148842,0.129437707,0.180374862,0.199558986,0.557442117,2.510915105,0.203307607,1.712238148,0.129437707,1.088864388,0
0.264324153,0.416904084,0.245963913,4.654004432,0.416904084,0.371636594,1.052864831,1.250395695,0.91484647,0.396961064,0.681861349,0.496359607,0.612535613,0.89110478,0.381766382,0.459006015,0.52073441,0.145967563,0.171295268,1.988891357,0.280826483,0.212397245,0.119306821,0.169517885,0.199955565,0.658742502,2.573205954,0.220839813,1.740724283,0.119306821,1.1317485,0
0.273025335,0.384500745,0.236065574,4.467660209,0.375260805,0.326080477,1.016989568,1.152608048,0.866766021,0.379433681,0.636363636,0.4804769,0.504918033,0.887034277,0.355588674,0.362444113,0.465871833,0.148189046,0.165636042,1.981227915,0.286660777,0.195892226,0.134275618,0.161439929,0.189929329,0.674028269,2.531139576,0.223498233,1.730565371,0.134275618,1.124779152,0
0.25483871,0.370967742,0.274193548,4.501075269,0.369175627,0.358422939,1.06344086,1.261648746,0.885304659,0.392473118,0.710035842,0.513978495,0.519713262,0.91218638,0.398924731,0.41827957,0.513620072,0.134897361,0.176278918,1.98989899,0.245356794,0.189638319,0.128054741,0.159009449,0.230694037,0.732811991,2.464646465,0.235255784,1.715868361,0.128054741,1.170413816,0
0.229536153,0.384379263,0.247612551,4.316507503,0.350272851,0.332537517,1.008867667,1.194747613,0.848908595,0.363915416,0.68212824,0.496589359,0.530354707,0.89324693,0.357435198,0.400409277,0.466234652,0.148099174,0.17785124,1.930578512,0.26677686,0.20661157,0.129586777,0.174214876,0.212231405,0.84231405,2.553057851,0.236694215,1.732892562,0.129586777,1.196363636,0
0.230495191,0.389739936,0.255789099,4.506946918,0.37121482,0.365158532,1.065194157,1.190238689,0.872461703,0.372283577,0.68792305,0.498753117,0.595653723,0.916993231,0.361239758,0.36800855,0.462059138,0.156291391,0.18013245,1.961589404,0.291721854,0.191390728,0.131456954,0.164900662,0.195033113,0.889735099,2.528807947,0.257615894,1.709602649,0.131456954,1.263245033,0
0.34637699,0.572398469,0.185038884,6.947290458,0.431428219,0.317491668,1.221701025,1.508579188,1.199234662,0.462288606,0.719664239,0.484384644,0.513763733,1.007653376,0.394395754,0.366004197,0.418837181,0.187665483,0.147174685,1.877752664,0.410720052,0.16667743,0.125605425,0.201614466,0.173910236,0.501259283,2.443073943,0.143752018,1.373587343,0.125605425,0.957378108,0
0.31816646,0.528212637,0.16567181,6.25329429,0.399707174,0.293163645,1.115666179,1.263881068,1.123212073,0.414235837,0.654465593,0.442166911,0.465930848,0.882869693,0.346210159,0.322333596,0.369185719,0.189093815,0.15007657,1.8210267,0.457620348,0.171183168,0.12663959,0.210000666,0.177841401,0.548971303,2.503295825,0.153538851,1.362341035,0.12663959,0.980757707,0
0.325509147,0.55908411,0.167184444,6.306869175,0.39512139,0.303072144,1.174433322,1.258083074,1.13001956,0.422621102,0.695777241,0.450350938,0.445978599,0.909216431,0.344379243,0.321021747,0.385686342,0.191278759,0.145398609,1.81346977,0.491439272,0.169007491,0.125601926,0.20993847,0.18452381,0.576845907,2.523742643,0.151417871,1.358212948,0.125601926,1.065877475,0
0.314043548,0.503141897,0.182083881,6.027327196,0.392517902,0.298407131,1.057430951,1.458278533,1.084173608,0.426859565,0.628233231,0.454040625,0.501972819,0.887622388,0.367090457,0.345170247,0.40450095,0.174116859,0.149506111,1.836179474,0.364892014,0.154947263,0.127825213,0.20651264,0.182990122,0.516239746,2.477649422,0.156788883,1.38104805,0.127825213,0.977482002,0
0.289415656,0.480016538,0.173511577,5.773015436,0.3896086,0.273291069,0.978776185,1.257717751,1.003169791,0.391262404,0.59536935,0.439222712,0.456036384,0.819873208,0.329933848,0.321802646,0.350882029,0.166131486,0.1481325,1.72815616,0.394203143,0.171539632,0.124387358,0.200692919,0.16925807,0.555010985,2.5037181,0.167061011,1.402146358,0.124387358,0.996028393,0
0.29914056,0.492653174,0.171333518,5.799972276,0.372331577,0.280704186,1.011644026,1.197532576,1.016634322,0.394649293,0.60049903,0.433601331,0.444690879,0.813141114,0.350013862,0.315359024,0.336706404,0.176267679,0.149879269,1.727147292,0.416005519,0.159968955,0.126077958,0.199810279,0.175491549,0.596498793,2.583477061,0.167212832,1.39625733,0.126077958,1.104691273,0
0.291162949,0.478631023,0.188149157,5.74816959,0.385663204,0.291503491,0.959475566,1.421590329,1.01174868,0.409160565,0.613996254,0.460752597,0.509279755,0.848288779,0.37067938,0.3379874,0.41494977,0.154718643,0.147450721,1.809272107,0.32000881,0.14436736,0.123554675,0.187204052,0.172447968,0.512939104,2.409866755,0.156480564,1.386961788,0.123554675,0.99922916,0
0.280446927,0.457781325,0.171588188,5.306464485,0.34924182,0.268954509,0.910135674,1.167278532,0.943495611,0.383080607,0.571109338,0.436073424,0.461452514,0.790582602,0.3264166,0.331683958,0.346687949,0.156937158,0.148230829,1.75711575,0.358410537,0.145105481,0.121107266,0.188637125,0.165308628,0.565130037,2.459314656,0.169885032,1.415671392,0.121107266,1.033374261,0
0.273096282,0.471667478,0.180061698,5.516317584,0.357363208,0.274557558,0.936515668,1.163825296,0.95112843,0.393083293,0.573469719,0.435135574,0.445202143,0.783081669,0.330573145,0.318882936,0.338366618,0.161589854,0.148794021,1.675348205,0.353414109,0.141999774,0.122183218,0.185596195,0.176197486,0.609670479,2.499150719,0.175178349,1.350809648,0.122183218,1.093760616,0
0.280754566,0.441501104,0.195865944,5.148705599,0.380493679,0.28115593,0.834236404,1.364639775,0.90828818,0.391330524,0.547862733,0.454746137,0.513947421,0.809753161,0.35902067,0.339554485,0.416616496,0.158055556,0.154305556,1.826527778,0.298472222,0.145972222,0.122083333,0.166527778,0.179166667,0.539861111,2.413888889,0.177777778,1.415555556,0.122083333,1.020138889,0
0.272919064,0.42654392,0.178174147,4.782508631,0.370924434,0.270042194,0.81549674,1.153049482,0.890678941,0.379363253,0.522056003,0.427119294,0.48849252,0.73782125,0.34867664,0.335059455,0.358074415,0.153122807,0.15522807,1.807298246,0.33922807,0.169122807,0.12322807,0.183157895,0.173333333,0.623017544,2.459087719,0.189614035,1.421192982,0.12322807,1.070175439,0
0.258342707,0.425384327,0.176040495,4.794338208,0.343457068,0.267154106,0.809898763,1.058117735,0.873453318,0.368391451,0.504874391,0.41376078,0.454068241,0.717472816,0.318897638,0.319272591,0.336707912,0.15313522,0.151855538,1.702402957,0.352907721,0.143182141,0.128394711,0.191241291,0.170482013,0.62235177,2.434949524,0.208730272,1.365846723,0.128394711,1.109910422,0
0.268021287,0.429608128,0.198355104,4.693517175,0.349782293,0.287614901,0.772859216,1.298742138,0.871311079,0.406386067,0.53217223,0.479196904,0.599419448,0.858490566,0.369617804,0.381228834,0.411707789,0.151304037,0.155234012,1.745087531,0.302608074,0.136834584,0.1257592,0.158985352,0.157377635,0.58270811,2.312968917,0.194355127,1.372811718,0.1257592,1.030546624,0
0.256469501,0.400878004,0.190850277,4.547597043,0.347735675,0.28142329,0.751848429,1.13909427,0.829944547,0.382393715,0.515480591,0.447088725,0.523567468,0.771950092,0.337569316,0.350970425,0.340110906,0.137191275,0.155579593,1.758247701,0.311880296,0.143500992,0.129439337,0.188209843,0.164052641,0.659816117,2.357851091,0.201730665,1.378042185,0.129439337,1.049936903,0
0.254681648,0.424859551,0.195224719,4.558988764,0.341994382,0.281132959,0.783941948,1.092462547,0.85159176,0.384129213,0.507724719,0.450140449,0.505383895,0.787453184,0.326310861,0.343164794,0.367743446,0.147897623,0.152102377,1.653016453,0.32321755,0.137842779,0.126142596,0.181170018,0.167641682,0.627605119,2.371480804,0.21535649,1.361060329,0.126142596,1.135283364,0
0.300871348,0.455791902,0.165299846,5.534341363,0.378908252,0.246155818,1.042029728,1.382624295,1.063044593,0.355074321,0.473347002,0.455023065,0.481804203,0.885443362,0.387749872,0.393259867,0.505894413,0.200472518,0.152108957,1.747689528,0.213119311,0.199013272,0.125773053,0.182614134,0.169897853,0.401709402,2.214578556,0.179348204,1.553748871,0.125773053,0.643388229,0
0.306760032,0.463237274,0.17250202,5.725289523,0.381228117,0.271209265,1.072178831,1.362106114,1.126986264,0.363452734,0.4932669,0.469431726,0.515351468,0.959466738,0.399946135,0.389981147,0.519795314,0.186331489,0.155941461,1.674532596,0.246831454,0.197535187,0.120299699,0.18724179,0.170226175,0.396820951,2.171136475,0.154961137,1.400812268,0.120299699,0.701771585,0
0.29681562,0.439260909,0.162757175,5.70999869,0.38330494,0.259205871,1.057266413,1.276241646,1.115450138,0.353426812,0.478181103,0.465207705,0.487354213,0.903682348,0.382911807,0.406237715,0.480015725,0.182455638,0.145821408,1.668216943,0.30409273,0.215870063,0.129436176,0.202776188,0.174370349,0.42909273,2.217587293,0.172223812,1.352676016,0.129436176,0.752790498,0
0.316411451,0.44241012,0.176930759,5.263814913,0.382323569,0.248501997,1.008488682,1.457057257,1.034620506,0.360352863,0.48701731,0.488348868,0.53828229,0.853362184,0.42626498,0.418774967,0.546770972,0.194184283,0.154937115,1.680492374,0.197573811,0.198822585,0.12594773,0.181072161,0.196057444,0.446793328,2.1651057,0.161270181,1.463919365,0.12594773,0.714387655,0
0.281230383,0.400973007,0.161016949,4.904268675,0.351537979,0.24262398,0.938951664,1.285467671,0.990583804,0.331607031,0.45433145,0.453546767,0.509887006,0.798493409,0.389516635,0.376490898,0.485561833,0.174838534,0.147366506,1.641044301,0.236514145,0.203766033,0.137633039,0.216865278,0.191667425,0.430455745,2.19512417,0.163558628,1.360502138,0.137633039,0.627581188,0
0.279877261,0.410368217,0.18620801,5.082848837,0.359334625,0.252260982,0.956718346,1.289405685,1.017926357,0.342054264,0.455103359,0.470607235,0.498062016,0.810562016,0.381621447,0.372900517,0.465439276,0.170391316,0.148955578,1.588160175,0.262701815,0.202681748,0.120496215,0.196205418,0.184529782,0.445680927,2.219374259,0.151692055,1.264617349,0.120496215,0.802243911,0
0.283125487,0.402572097,0.176734217,4.522603274,0.350545596,0.2416212,0.857560405,1.365744349,0.920498831,0.340802806,0.446024942,0.477396726,0.526890101,0.801636789,0.410756041,0.400623539,0.537607171,0.178126888,0.151661631,1.603141994,0.191661631,0.191903323,0.128096677,0.180906344,0.1881571,0.46429003,2.128821752,0.167975831,1.505861027,0.128096677,0.720483384,0
0.272907184,0.390856917,0.178507817,4.557094795,0.346131011,0.253512765,0.866415991,1.268751237,0.922422323,0.367108648,0.454977241,0.478131803,0.533346527,0.812784484,0.392242232,0.399762517,0.507619236,0.160900275,0.139231414,1.536693404,0.212019634,0.183407159,0.121513229,0.195977493,0.1795762,0.444032084,2.082964204,0.162696037,1.345863762,0.121513229,0.756734108,0
0.248882844,0.39421022,0.166116184,4.445696522,0.354769769,0.24460851,0.854672625,1.204779483,0.908490383,0.340198174,0.429764912,0.474451137,0.527686031,0.819700797,0.373809986,0.391101613,0.477559744,0.1560958,0.141412926,1.495246119,0.242628475,0.180647491,0.11987002,0.173787459,0.182332411,0.466361776,2.151763148,0.173426405,1.27259598,0.11987002,0.801179444,0
0.262234734,0.35339974,0.162407969,3.89822434,0.319402339,0.225422261,0.780424426,1.252706799,0.807492421,0.313122564,0.407319186,0.467518406,0.534647033,0.777392811,0.399307059,0.40428757,0.520138588,0.185690715,0.151042448,1.527523624,0.154942253,0.191540423,0.121493925,0.192740363,0.207139643,0.501724914,2.042297885,0.175491225,1.500824959,0.121493925,0.643317834,0
0.265670966,0.377460964,0.178773478,4.146413216,0.333333333,0.247567323,0.799049559,1.250961756,0.867843403,0.331070378,0.446028513,0.510296447,0.600814664,0.810364336,0.398959041,0.412763069,0.529078977,0.155555556,0.140444444,1.467111111,0.204,0.177777778,0.126666667,0.175111111,0.194814815,0.481185185,2.004740741,0.190814815,1.331407407,0.126666667,0.752740741,0
0.246712726,0.352574103,0.170269668,3.959438378,0.315132605,0.239358146,0.787608647,1.151994651,0.833964787,0.330733229,0.419879652,0.485625139,0.526409628,0.805215066,0.375975039,0.386895476,0.497214174,0.148666766,0.14404886,1.43497691,0.228362878,0.170564576,0.142410249,0.178459705,0.199165798,0.494115895,2.042305973,0.19320721,1.294503203,0.142410249,0.778489498,0
0.290637565,0.333141872,0.180068926,3.245835727,0.303848363,0.242389431,0.748420448,1.141298105,0.724583573,0.317346353,0.39603676,0.518667433,0.585582998,0.800402068,0.424181505,0.44342332,0.557151063,0.173803036,0.149085247,1.391786687,0.130206306,0.165044764,0.12748151,0.156675749,0.194822888,0.554301285,1.9552355,0.204165045,1.47878552,0.12748151,0.69015181,0
0.217462932,0.305052169,0.170236134,3.009610104,0.319055464,0.236133992,0.689456343,1.031026908,0.726523888,0.321252059,0.39785832,0.499450851,0.626853377,0.815485997,0.390993959,0.438220758,0.525809995,0.149892093,0.148518737,1.372964489,0.184029821,0.180105945,0.145772023,0.173435354,0.210712184,0.52579949,1.962526977,0.224641946,1.334118109,0.145772023,0.775358054,0
0.237590799,0.338680387,0.175847458,3.400121065,0.295096852,0.253026634,0.744249395,1.060532688,0.784200969,0.358353511,0.430387409,0.578692494,0.630750605,0.895581114,0.411924939,0.437953995,0.536924939,0.136526946,0.144510978,1.388622754,0.209181637,0.172055888,0.128942116,0.159281437,0.19740519,0.526946108,2.020558882,0.229540918,1.321556886,0.128942116,0.806986028,0
0.380144642,0.602629849,0.161078238,4.482445759,0.385798817,0.24904668,0.738856016,1.153451677,1.284418146,0.429191321,0.63339908,0.487047995,0.483629191,0.872583826,0.319921105,0.297961867,0.373175542,0.165613499,0.120061107,1.494965627,0.295535032,0.102284564,0.123394209,0.185820429,0.164294146,0.541976252,2.101312409,0.156586348,1.212624123,0.123394209,1.026248177,0
